,ID,Confidence,Boro,Date,Latitude,Longitude,Postcode,GoogleStreetViewURL
72,12598513,1.0,Manhattan,2019-10-01,40.746513,-73.990204,10001,"https://www.google.com/maps/@40.746513,-73.990204,3a,20y,278.22h,96.79t/data=!3m6!1e1!3m4!1sdVh-8ge5LhtXZBBjEBIfKA!2e0!7i16384!8i8192?entry=ttu"
73,12736251,0.5,Manhattan,2023-09-01,40.76743,-73.96863,10065,"https://www.google.com/maps/@40.76743,-73.96863,3a,20y,163.39h,79.37t/data=!3m6!1e1!3m4!1scvr9F9yj0JBIn_-NSvX36Q!2e0!7i16384!8i8192?entry=ttu"
74,12736297,1.0,Manhattan,2023-09-01,40.76743,-73.96863,10065,"https://www.google.com/maps/@40.76743,-73.96863,3a,20y,164.02h,80.20t/data=!3m6!1e1!3m4!1scvr9F9yj0JBIn_-NSvX36Q!2e0!7i16384!8i8192?entry=ttu"
75,12736309,0.5,Manhattan,2023-09-01,40.76743,-73.96863,10065,"https://www.google.com/maps/@40.76743,-73.96863,3a,20y,166.42h,81.53t/data=!3m6!1e1!3m4!1scvr9F9yj0JBIn_-NSvX36Q!2e0!7i16384!8i8192?entry=ttu"
76,13028155,0.5,Manhattan,2022-03-01,40.82671,-73.950165,10031,"https://www.google.com/maps/@40.82671,-73.950165,3a,20y,124.01h,88.63t/data=!3m6!1e1!3m4!1sZQ4-MtrZbfDiru3gzklCvQ!2e0!7i16384!8i8192?entry=ttu"
77,13094136,0.5,Manhattan,2022-08-01,40.756912,-73.99379,10018,"https://www.google.com/maps/@40.756912,-73.99379,3a,20y,271.15h,92.68t/data=!3m6!1e1!3m4!1svB_O12YnUjxWiEFWADTWeg!2e0!7i16384!8i8192?entry=ttu"
78,13168505,0.5,Manhattan,2023-04-01,40.729736,-74.01072,10014,"https://www.google.com/maps/@40.729736,-74.01072,3a,20y,99.33h,86.42t/data=!3m6!1e1!3m4!1sqY1AQD3IuNXFwGIein4TPg!2e0!7i16384!8i8192?entry=ttu"
79,13538040,0.5,Manhattan,2023-04-01,40.721176,-73.98778,10002,"https://www.google.com/maps/@40.721176,-73.98778,3a,20y,283.62h,86.42t/data=!3m6!1e1!3m4!1sNYhESsDKBhSk35dwEBJO_A!2e0!7i16384!8i8192?entry=ttu"
80,13825657,1.0,Manhattan,2022-07-01,40.71998,-73.997055,10013,"https://www.google.com/maps/@40.71998,-73.997055,3a,20y,92.93h,96.93t/data=!3m6!1e1!3m4!1sDBbxu3WNTFOcF8Cr9LwWQQ!2e0!7i16384!8i8192?entry=ttu"
81,14111450,1.0,Manhattan,2021-08-01,40.77755,-73.98234,10023,"https://www.google.com/maps/@40.77755,-73.98234,3a,20y,279.45h,86.87t/data=!3m6!1e1!3m4!1sFKCJYaZ_cXffuPlmB4ut3w!2e0!7i16384!8i8192?entry=ttu"
82,14158275,0.5,Manhattan,2023-03-01,40.77754,-73.98221,10023,"https://www.google.com/maps/@40.77754,-73.98221,3a,20y,278.31h,94.04t/data=!3m6!1e1!3m4!1sKZNrIOLGnzfacl0pkVoX6g!2e0!7i16384!8i8192?entry=ttu"
